strain	virus	accession	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url
HA069655	west nile	HA069655	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069655	?	?	?
HA069656	west nile	HA069656	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069656	?	?	?
HA069684	west nile	HA069684	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069684	?	?	?
HA069703	west nile	HA069703	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069703	?	?	?
HA069704	west nile	HA069704	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069704	?	?	?
HA069705	west nile	HA069705	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069705	?	?	?
HA069712	west nile	HA069712	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069712	?	?	?
HA069736	west nile	HA069736	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069736	?	?	?
HA069759	west nile	HA069759	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069759	?	?	?
HA069762	west nile	HA069762	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069762	?	?	?
HA069763	west nile	HA069763	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069763	?	?	?
HA069773	west nile	HA069773	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069773	?	?	?
HA069780	west nile	HA069780	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069780	?	?	?
HA069790	west nile	HA069790	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069790	?	?	?
HA069815	west nile	HA069815	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069815	?	?	?
HA069820	west nile	HA069820	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069820	?	?	?
HA069824	west nile	HA069824	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069824	?	?	?
HA069838	west nile	HA069838	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069838	?	?	?
HA069846	west nile	HA069846	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069846	?	?	?
HA069857	west nile	HA069857	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069857	?	?	?
HA069863	west nile	HA069863	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069863	?	?	?
HA069867	west nile	HA069867	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069867	?	?	?
HA069868	west nile	HA069868	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069868	?	?	?
HA069873	west nile	HA069873	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069873	?	?	?
HA069875	west nile	HA069875	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069875	?	?	?
HA069885	west nile	HA069885	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069885	?	?	?
HA069898	west nile	HA069898	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069898	?	?	?
HA069916	west nile	HA069916	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069916	?	?	?
HA069922	west nile	HA069922	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069922	?	?	?
HA069923	west nile	HA069923	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069923	?	?	?
HA069932	west nile	HA069932	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069932	?	?	?
HA069934	west nile	HA069934	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069934	?	?	?
HA069947	west nile	HA069947	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069947	?	?	?
HA069949	west nile	HA069949	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069949	?	?	?
HA069976	west nile	HA069976	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069976	?	?	?
HA069989	west nile	HA069989	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA069989	?	?	?
HA070004	west nile	HA070004	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070004	?	?	?
HA070005	west nile	HA070005	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070005	?	?	?
HA070021	west nile	HA070021	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070021	?	?	?
HA070048	west nile	HA070048	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070048	?	?	?
HA070053	west nile	HA070053	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070053	?	?	?
HA070077	west nile	HA070077	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070077	?	?	?
HA070079	west nile	HA070079	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070079	?	?	?
HA070085	west nile	HA070085	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070085	?	?	?
HA070086	west nile	HA070086	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070086	?	?	?
HA070095	west nile	HA070095	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070095	?	?	?
HA070108	west nile	HA070108	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070108	?	?	?
HA070114	west nile	HA070114	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070114	?	?	?
HA070121	west nile	HA070121	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070121	?	?	?
HA070140	west nile	HA070140	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070140	?	?	?
HA070142	west nile	HA070142	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070142	?	?	?
HA070174	west nile	HA070174	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070174	?	?	?
HA070175	west nile	HA070175	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070175	?	?	?
HA070177	west nile	HA070177	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070177	?	?	?
HA070202	west nile	HA070202	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070202	?	?	?
HA070203	west nile	HA070203	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070203	?	?	?
HA070204	west nile	HA070204	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070204	?	?	?
HA070210	west nile	HA070210	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070210	?	?	?
HA070214	west nile	HA070214	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070214	?	?	?
HA070215	west nile	HA070215	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070215	?	?	?
HA070230	west nile	HA070230	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070230	?	?	?
HA070239	west nile	HA070239	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070239	?	?	?
HA070246	west nile	HA070246	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070246	?	?	?
HA070256	west nile	HA070256	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070256	?	?	?
HA070266	west nile	HA070266	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070266	?	?	?
HA070272	west nile	HA070272	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070272	?	?	?
HA070274	west nile	HA070274	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070274	?	?	?
HA070279	west nile	HA070279	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070279	?	?	?
HA070281	west nile	HA070281	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070281	?	?	?
HA070292	west nile	HA070292	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070292	?	?	?
HA070302	west nile	HA070302	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070302	?	?	?
HA070307	west nile	HA070307	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070307	?	?	?
HA070337	west nile	HA070337	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070337	?	?	?
HA070365	west nile	HA070365	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070365	?	?	?
HA070386	west nile	HA070386	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070386	?	?	?
HA070392	west nile	HA070392	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070392	?	?	?
HA070413	west nile	HA070413	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070413	?	?	?
HA070419	west nile	HA070419	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070419	?	?	?
HA070420	west nile	HA070420	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070420	?	?	?
HA070449	west nile	HA070449	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070449	?	?	?
HA070458	west nile	HA070458	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070458	?	?	?
HA070483	west nile	HA070483	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070483	?	?	?
HA070489	west nile	HA070489	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070489	?	?	?
HA070500	west nile	HA070500	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070500	?	?	?
HA070504	west nile	HA070504	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070504	?	?	?
HA070514	west nile	HA070514	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070514	?	?	?
HA070520	west nile	HA070520	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070520	?	?	?
HA070522	west nile	HA070522	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070522	?	?	?
HA070538	west nile	HA070538	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070538	?	?	?
HA070541	west nile	HA070541	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070541	?	?	?
HA070547	west nile	HA070547	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070547	?	?	?
HA070549	west nile	HA070549	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070549	?	?	?
HA070555	west nile	HA070555	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070555	?	?	?
HA070563	west nile	HA070563	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070563	?	?	?
HA070569	west nile	HA070569	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070569	?	?	?
HA070570	west nile	HA070570	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070570	?	?	?
HA070596	west nile	HA070596	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070596	?	?	?
HA070597	west nile	HA070597	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070597	?	?	?
HA070605	west nile	HA070605	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070605	?	?	?
HA070622	west nile	HA070622	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070622	?	?	?
HA070629	west nile	HA070629	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070629	?	?	?
HA070632	west nile	HA070632	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070632	?	?	?
HA070635	west nile	HA070635	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070635	?	?	?
HA070641	west nile	HA070641	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070641	?	?	?
HA070645	west nile	HA070645	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070645	?	?	?
HA070647	west nile	HA070647	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070647	?	?	?
HA070653	west nile	HA070653	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070653	?	?	?
HA070655	west nile	HA070655	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070655	?	?	?
HA070676	west nile	HA070676	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070676	?	?	?
HA070677	west nile	HA070677	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070677	?	?	?
HA070679	west nile	HA070679	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070679	?	?	?
HA070683	west nile	HA070683	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070683	?	?	?
HA070689	west nile	HA070689	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070689	?	?	?
HA070716	west nile	HA070716	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070716	?	?	?
HA070724	west nile	HA070724	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070724	?	?	?
HA070726	west nile	HA070726	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070726	?	?	?
HA070728	west nile	HA070728	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070728	?	?	?
HA070729	west nile	HA070729	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070729	?	?	?
HA070734	west nile	HA070734	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070734	?	?	?
HA070744	west nile	HA070744	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070744	?	?	?
HA070745	west nile	HA070745	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070745	?	?	?
HA070749	west nile	HA070749	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070749	?	?	?
HA070753	west nile	HA070753	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070753	?	?	?
HA070757	west nile	HA070757	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070757	?	?	?
HA070772	west nile	HA070772	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070772	?	?	?
HA070775	west nile	HA070775	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070775	?	?	?
HA070795	west nile	HA070795	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070795	?	?	?
HA070813	west nile	HA070813	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070813	?	?	?
HA070821	west nile	HA070821	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070821	?	?	?
HA070824	west nile	HA070824	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070824	?	?	?
HA070842	west nile	HA070842	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070842	?	?	?
HA070849	west nile	HA070849	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070849	?	?	?
HA070853	west nile	HA070853	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070853	?	?	?
HA070858	west nile	HA070858	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070858	?	?	?
HA070862	west nile	HA070862	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070862	?	?	?
HA070868	west nile	HA070868	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070868	?	?	?
HA070870	west nile	HA070870	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070870	?	?	?
HA070876	west nile	HA070876	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070876	?	?	?
HA070879	west nile	HA070879	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070879	?	?	?
HA070886	west nile	HA070886	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070886	?	?	?
HA070889	west nile	HA070889	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070889	?	?	?
HA070896	west nile	HA070896	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070896	?	?	?
HA070898	west nile	HA070898	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070898	?	?	?
HA070900	west nile	HA070900	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070900	?	?	?
HA070901	west nile	HA070901	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070901	?	?	?
HA070902	west nile	HA070902	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070902	?	?	?
HA070917	west nile	HA070917	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070917	?	?	?
HA070921	west nile	HA070921	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070921	?	?	?
HA070940	west nile	HA070940	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070940	?	?	?
HA070963	west nile	HA070963	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070963	?	?	?
HA070997	west nile	HA070997	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA070997	?	?	?
HA071009	west nile	HA071009	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071009	?	?	?
HA071013	west nile	HA071013	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071013	?	?	?
HA071027	west nile	HA071027	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071027	?	?	?
HA071036	west nile	HA071036	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071036	?	?	?
HA071037	west nile	HA071037	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071037	?	?	?
HA071050	west nile	HA071050	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071050	?	?	?
HA071068	west nile	HA071068	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071068	?	?	?
HA071086	west nile	HA071086	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071086	?	?	?
HA071091	west nile	HA071091	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071091	?	?	?
HA071129	west nile	HA071129	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071129	?	?	?
HA071142	west nile	HA071142	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071142	?	?	?
HA071143	west nile	HA071143	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071143	?	?	?
HA071148	west nile	HA071148	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071148	?	?	?
HA071153	west nile	HA071153	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071153	?	?	?
HA071154	west nile	HA071154	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071154	?	?	?
HA071156	west nile	HA071156	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071156	?	?	?
HA071166	west nile	HA071166	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071166	?	?	?
HA071172	west nile	HA071172	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071172	?	?	?
HA071175	west nile	HA071175	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071175	?	?	?
HA071178	west nile	HA071178	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071178	?	?	?
HA071181	west nile	HA071181	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071181	?	?	?
HA071201	west nile	HA071201	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071201	?	?	?
HA071207	west nile	HA071207	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071207	?	?	?
HA071231	west nile	HA071231	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071231	?	?	?
HA071233	west nile	HA071233	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071233	?	?	?
HA071237	west nile	HA071237	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071237	?	?	?
HA071243	west nile	HA071243	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071243	?	?	?
HA071246	west nile	HA071246	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071246	?	?	?
HA071264	west nile	HA071264	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071264	?	?	?
HA071266	west nile	HA071266	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071266	?	?	?
HA071278	west nile	HA071278	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071278	?	?	?
HA071287	west nile	HA071287	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071287	?	?	?
HA071289	west nile	HA071289	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071289	?	?	?
HA071291	west nile	HA071291	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071291	?	?	?
HA071296	west nile	HA071296	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA071296	?	?	?
